,text,Username,Timestamp,lenght,location,device,RT,Reply
2342,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",lonexin,Thu Dec 19 10:25:30 +0000 2019,140,Shanghai,Mobile device,True,
2343,"Apparently people are making a fuss about Sly Cooper, which is cool but can we talk about how along Sly 4, a standalone collection of new levels for the hacking minigames was realeased at the same time and featured like 30 different levels for each minigame
#FreeSlyfromEgypt https://t.co/zMivt76jZL",LogicalMcrochip,Thu Dec 19 10:25:37 +0000 2019,299,,Android,False,
2344,"#topNews 🔥🔥 Certified Ethical Hacker (Voucher Included) 

https://t.co/xi7VAYyfwE
⭐️⭐️
#security #infosec #cybersecurity #cybersec #hacking #pentesting #linux #labs #tech #ITZY #udemy #CodeNewbie #100DaysOfCode",couponed_code,Thu Dec 19 10:25:41 +0000 2019,210,,Mobile device,False,
2345,"RT @PokeGenFusion: For today's #DailyFusion we've done some gene hacking to bring you this mean, green, sprouting machine, Venubasaur! I do…",maxphenix60,Thu Dec 19 10:25:43 +0000 2019,140,"Périgueux, France",Mobile device,True,
2346,"RT @thecybermentor: (1/?) How to become an ethical hacker, without spending a dollar.  A short novel:

If you're new to the field of ethica…",elvox23,Thu Dec 19 10:25:53 +0000 2019,140,Kenya,Mobile device,True,
2347,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",tileja,Thu Dec 19 10:26:17 +0000 2019,140,"Germany, Seelze",Android,True,
2348,@piersmorgan Phone hacking..wrong Piers or not?,mamuciumfc,Thu Dec 19 10:26:19 +0000 2019,47,Manchester,Android,False,piersmorgan
2349,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",aaronelizebath,Thu Dec 19 10:26:20 +0000 2019,140,,Mobile device,True,
2350,"RT @thecybermentor: (1/?) How to become an ethical hacker, without spending a dollar.  A short novel:

If you're new to the field of ethica…",don_ETV,Thu Dec 19 10:26:23 +0000 2019,140,Georgia,Mobile device,True,
2351,"RT @edri: Austrian #GovernmentHacking law is unconstitutional https://t.co/mnoivJphYZ

#EDRigram #EDRi #Austria #StateHacking #Surveillance…",abendsommer,Thu Dec 19 10:26:23 +0000 2019,140,"Vienna, Austria",Android,True,
2352,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",KayleeMok,Thu Dec 19 10:26:43 +0000 2019,140,,Mobile device,True,
2353,RT @botting_nikki: I would dearly love to get back up to 1000 of my 3500 followers before the hacking earlier this year! If you are an #slp…,ginni_bb,Thu Dec 19 10:26:52 +0000 2019,140,,iPhone,True,
2354,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",PanSteam,Thu Dec 19 10:27:02 +0000 2019,140,,iPhone,True,
2355,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",applebite77,Thu Dec 19 10:27:03 +0000 2019,140,"Berlin, GER ",iPhone,True,
2356,Yey I learnt alot about hacking hay ngoba bengifuna 😭😭😭,Lushovah,Thu Dec 19 10:27:05 +0000 2019,55,"Johannesburg, South Africa",Android,False,Lushovah
2357,"RT @USCyberMag: 4.1 billion records were exposed within the first six months of 2019. This is a 52% rise from same period in 2018.

https:/…",forex_hamilton,Thu Dec 19 10:27:06 +0000 2019,140,,Android,True,
2358,RT @speechwoman: 📢📢📢📢𝕊ℍ𝕆𝕌𝕋𝕀ℕ𝔾 (𝔸ℕ𝔻 THAT 𝔻𝕆𝔼𝕊 ℕ𝕆𝕋 ℍ𝔸ℙℙ𝔼ℕ 𝕆𝔽𝕋𝔼ℕ) 𝕋𝕆 𝔸𝕃𝕃 𝕄𝕐 𝔽𝕆𝕃𝕃𝕆𝕎𝔼ℝ𝕊. 𝙳𝙾 𝚈𝙾𝚄𝚁 𝚂𝙴𝙻𝙵 𝙰 𝙵𝙰𝚅𝙾𝚄𝚁 / 𝙵𝙰𝚅𝙾𝚁 AND 𝔽𝕆𝕃𝕃𝕆𝕎 ℕ𝕀𝕂𝕂𝕀 𝔹𝕆𝕋𝕋𝕀ℕ𝔾…,BronwynHemsley,Thu Dec 19 10:27:12 +0000 2019,139,"Ultimo, Sydney",iPhone,True,
2359,@piersmorgan @emilyhewertson Is hacking dead people’s phone ok @piersmorgan,ARanjan1802,Thu Dec 19 10:27:15 +0000 2019,75,"London, England",iPhone,False,piersmorgan
2360,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",KarenKloker,Thu Dec 19 10:27:15 +0000 2019,140,"Michigan, USA",Android,True,
2361,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",jmaiolo,Thu Dec 19 10:27:19 +0000 2019,140,London,iPhone,True,
2362,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",BobZanlungo,Thu Dec 19 10:27:25 +0000 2019,140,"Glastonbury, CT",iPhone,True,
2363,"RT @edri: Austrian #GovernmentHacking law is unconstitutional https://t.co/mnoivJphYZ

#EDRigram #EDRi #Austria #StateHacking #Surveillance…",epicenter_works,Thu Dec 19 10:27:49 +0000 2019,140,"Vienna, Austria",Mobile device,True,
2364,"RT @USCyberMag: Mobile Attack Surface [Infographic] 

https://t.co/P2d5TTiIgX

#InfoSec #MobileSecurity #SaaS #Tech #Ransomware #Websecurit…",AnBenji,Thu Dec 19 10:27:54 +0000 2019,140,,iPhone,True,
2365,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",TruthIzThis,Thu Dec 19 10:28:04 +0000 2019,140,All Around the World!,iPhone,True,
2366,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",ahnsrw5,Thu Dec 19 10:28:14 +0000 2019,140,Hong Kong,iPhone,True,
2367,"RT @jennycohn1: ""The stakes couldn’t be higher. Voting machines that make it...impossible 2 detect hacking can leave voters susceptible not…",Suz_XOXO,Thu Dec 19 10:28:16 +0000 2019,140,,iPhone,True,
2368,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",VicenteArbusto,Thu Dec 19 10:28:17 +0000 2019,140,46740,Mobile device,True,
2369,"RT @vespertilioAJR: A White House source has actually just said this:

""Hillary Clinton purposely lost the election with the aid of Russian…",ftj033,Thu Dec 19 10:28:23 +0000 2019,140,,Android,True,
2370,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",ChristoffVosloo,Thu Dec 19 10:28:24 +0000 2019,140,"Somerset East, South Africa",iPhone,True,
2371,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",hueyneiss,Thu Dec 19 10:28:36 +0000 2019,140,Iffy,iPhone,True,
2372,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",realoksygen,Thu Dec 19 10:28:43 +0000 2019,140,European Union ♥,Android,True,
2373,RT @PhyllisSilver: Yikes. These House repubs are frightening. Register peeps &amp; work like we r behind. Get out the vote as if Russia’s hacki…,KaryFranchetti,Thu Dec 19 10:28:43 +0000 2019,144,,Android,True,
2374,British Man Accused of Hacking US Health Care Companies https://t.co/YxLQNEhL3z https://t.co/TlY1FdHYku,VOANews,Thu Dec 19 10:29:02 +0000 2019,103,,-,False,
2375,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",eetfukouijaaa,Thu Dec 19 10:29:11 +0000 2019,140,,Android,True,
2376,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",AlphaParadigm,Thu Dec 19 10:29:12 +0000 2019,140,"Rochester, NY",Android,True,
2377,RT @Pinboard: I urge Hong Kong friends to follow @lokmantsui's security tips here: https://t.co/CRd147OfFD. You are unfortunately up agains…,anatsuno,Thu Dec 19 10:29:23 +0000 2019,140,France,-,True,
2378,RT @VOANews: British Man Accused of Hacking US Health Care Companies https://t.co/YxLQNEhL3z https://t.co/TlY1FdHYku,jhamby,Thu Dec 19 10:29:34 +0000 2019,116,"Los Angeles, CA",iPad,True,
2379,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",davy_ninja,Thu Dec 19 10:29:48 +0000 2019,140,,iPhone,True,
2380,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",Fassionfruitgi1,Thu Dec 19 10:29:50 +0000 2019,140,,iPhone,True,
2381,RT @bojack90s: @piersmorgan I've heard next time he's going to talk about phone hacking.,SHarr73146294,Thu Dec 19 10:29:51 +0000 2019,88,,iPhone,True,
2382,I lost 12.6 BTC by hacking.,VoCtpgC8Ki241Rg,Thu Dec 19 10:29:54 +0000 2019,27,,-,False,
2383,"RT @USCyberMag: Mobile Attack Surface [Infographic] 

https://t.co/P2d5TTiIgX

#InfoSec #MobileSecurity #SaaS #Tech #Ransomware #Websecurit…",yourXss,Thu Dec 19 10:30:00 +0000 2019,140,,-,True,
2384,RT @milamcminder: @piersmorgan What? Shouldn't have been  allowed to tell the truth? Should he be hacking the phones of dead children inste…,London_Kate_,Thu Dec 19 10:30:01 +0000 2019,140,"London, England",iPhone,True,
2385,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",DawninDark,Thu Dec 19 10:30:04 +0000 2019,140,,iPhone,True,
2386,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",GINA57,Thu Dec 19 10:30:04 +0000 2019,140,NYC,iPhone,True,
2387,You don’t need to spend $5 million on Super Bowl ads to gain traction for your business. Use these low-cost growth hacking strategies instead: https://t.co/gM4nEr8IHN,startu,Thu Dec 19 10:30:16 +0000 2019,166,Global,-,False,
2388,RT @infosec_jobsCOM: ARM Ltd. needs a Security Research Team Leader: https://t.co/T9DS2wcNlS #InfoSec #infosecjobs #CyberSecurity #cybersec…,cybersec_feeds,Thu Dec 19 10:30:25 +0000 2019,140,Internet,-,True,
2389,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",KiwiBrony,Thu Dec 19 10:30:30 +0000 2019,140,Christchurch,Android,True,
2390,"RT @chaeryeongod: chaeryeong rading and hacking itzy official instagram as she should deserve

 https://t.co/WEYynT09tt",itzyosa,Thu Dec 19 10:30:37 +0000 2019,119,Republic of the Philippines,Android,True,
2391,Good list here for anyone with an interest in security/pentesting/ethical hacking.,Apocalypte,Thu Dec 19 10:30:41 +0000 2019,82,"Manchester, England",Android,False,
2392,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",drytiger,Thu Dec 19 10:30:50 +0000 2019,140,Paradise by SNSD,iPhone,True,
2393,Tried to delete this twice as one of the twats hacking me keeps changing my text in an attempt to deride and mock me,Brexitartistwo1,Thu Dec 19 10:30:54 +0000 2019,116,France,Android,False,Brexitartistwo1
2394,Someone hacking,HennessC_God,Thu Dec 19 10:31:20 +0000 2019,15,"Tacoma, WA",iPhone,False,
2395,"RT @USCyberMag: Mobile Attack Surface [Infographic] 

https://t.co/P2d5TTiIgX

#InfoSec #MobileSecurity #SaaS #Tech #Ransomware #Websecurit…",CyberSecurityN8,Thu Dec 19 10:31:21 +0000 2019,140,,-,True,
2396,RT @BhavreenMK: Hacking in the name of “pruning”; why are these senseless permissions being given in the first place by the #forestdepartme…,NDNS_HQ,Thu Dec 19 10:31:25 +0000 2019,140,"New Delhi, India",iPhone,True,
2397,"RT @DancesWithLeos: “Do you hear that? That’s the sound of ME, hacking into YOUR accounts and really finding out some of your TEA.” -@joann…",jmdlust,Thu Dec 19 10:31:33 +0000 2019,140,,iPhone,True,
2398,"RT @USCyberMag: Mobile Attack Surface [Infographic] 

https://t.co/P2d5TTiIgX

#InfoSec #MobileSecurity #SaaS #Tech #Ransomware #Websecurit…",sectest9,Thu Dec 19 10:31:34 +0000 2019,140,"Hyderabad, India",-,True,
2399,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",kily0524,Thu Dec 19 10:31:48 +0000 2019,140,,Android,True,
2400,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",HKlittlegirlll,Thu Dec 19 10:32:06 +0000 2019,140,,iPhone,True,
2401,"RT @thecybermentor: (1/?) How to become an ethical hacker, without spending a dollar.  A short novel:

If you're new to the field of ethica…",juancholas,Thu Dec 19 10:32:13 +0000 2019,140,"Tokyo, Japan",iPhone,True,
2402,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",PippyPip9,Thu Dec 19 10:32:22 +0000 2019,140,,iPhone,True,
2403,"RT @ezracheungtoto: Pro-democracy @joshuawongcf says on his Facebook page that in a court case against him, the police extracted private te…",Tim57425743,Thu Dec 19 10:32:28 +0000 2019,140,,iPhone,True,
2404,RT @gp_pulipaka: The Best Front-End Hacking Cheat Sheets — All in One Place. #BigData #Analytics #DataScience #AI #MachineLearning #GraphQL…,electivenow,Thu Dec 19 10:32:31 +0000 2019,140,india,Android,True,
2405,@GriffsUp That’s bang out of order but phone hacking is sound 👍🏻,wict01,Thu Dec 19 10:32:34 +0000 2019,64,Togo,iPhone,False,GriffsUp
2406,"RT @ezracheungtoto: Pro-democracy @joshuawongcf says on his Facebook page that in a court case against him, the police extracted private te…",aur2auroras,Thu Dec 19 10:32:40 +0000 2019,140,,iPhone,True,
2407,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",takiwasa,Thu Dec 19 10:32:41 +0000 2019,140,,iPhone,True,
2408,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",Jackson06280428,Thu Dec 19 10:32:46 +0000 2019,140,,Mobile device,True,
2409,RT @ladyhaja: bit like phone hacking https://t.co/uRjkiaXJAl,NouRahif,Thu Dec 19 10:32:57 +0000 2019,60,BLM and CC قاتل,iPhone,True,
2410,Kona is a brilliant computer programmer and highly skilled at game creation as well as hacking into other people's networked systems #Genki,FrauKoujiro_OZ,Thu Dec 19 10:32:57 +0000 2019,139,cold-and-messy apartment,-,False,
2411,@piersmorgan @stormzy Hacking peoples phones isn't cool either.,LouisaCTierney,Thu Dec 19 10:33:09 +0000 2019,63,Gateshead // London,Android,False,piersmorgan
2412,Does Piers Morgan’s agent have a list of fees for ‘Humiliating Piers on Twitter?’ For a grand u can bring up the phone-hacking stuff. For 20 u can catch him out on a hypocritical statement &amp; for 50 u can disembowel his whole statement &amp; lift its innards up to the adoring masses.,DaveMcgrath1,Thu Dec 19 10:33:24 +0000 2019,287,London,iPhone,False,
2413,"Increasing the size of teams can be tricky for an organization. Here is the recap from our talk with with Frédéric Rivain, CTO, @dashlane and @fdevillamil, CTO, MYLI! https://t.co/zDBCx1opxU",behind_thecode,Thu Dec 19 10:33:27 +0000 2019,190,,-,False,
2414,"RT @edri: Austrian #GovernmentHacking law is unconstitutional https://t.co/mnoivJphYZ

#EDRigram #EDRi #Austria #StateHacking #Surveillance…",harkank,Thu Dec 19 10:33:29 +0000 2019,140,"Σαντορίνη, Ελλάδα",Mobile device,True,
2415,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",mcdgenetics,Thu Dec 19 10:33:35 +0000 2019,140,,iPhone,True,
2416,"Le growth hacking, pour qui ? - Blog de la Growth #growthHacking #digitalisation #AARRR https://t.co/vUNtcOz8QW https://t.co/msoZjAwic0",RichardBulan,Thu Dec 19 10:33:45 +0000 2019,135,"Tallinn, Estonie",-,False,
2417,"RT @edri: Austrian #GovernmentHacking law is unconstitutional https://t.co/mnoivJphYZ

#EDRigram #EDRi #Austria #StateHacking #Surveillance…",data_cop,Thu Dec 19 10:33:48 +0000 2019,140,"Vienna, Austria",Android,True,
2418,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",sunsetmarieD,Thu Dec 19 10:33:56 +0000 2019,140,United States,iPhone,True,
2419,Hacking life,Alexbrum13,Thu Dec 19 10:33:59 +0000 2019,12,Alvorada RS,Android,False,
2420,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",tdurden19,Thu Dec 19 10:34:29 +0000 2019,140,"Knoxville, TN",iPhone,True,
2421,"RT @MontyBoa99: @BrianKarem The only people stupider than Democrats who would do this are Republicans who believe they would.

https://t.co…",sunsetmarieD,Thu Dec 19 10:34:32 +0000 2019,140,United States,iPhone,True,
2422,@Van_Giggz stop hacking people’s accounts 😂😂😂,CurateMalawi,Thu Dec 19 10:34:32 +0000 2019,45,Malawi,iPhone,False,Van_Giggz
2423,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",Joker95180275,Thu Dec 19 10:34:40 +0000 2019,140,Hong Kong,iPhone,True,
2424,RT @Tom_Fowdy: This guy has zero legal knowledge and is trying to spin it into more demonization of China. Even the British police have the…,Anonylyzer13,Thu Dec 19 10:34:43 +0000 2019,140,HKG,iPhone,True,
2425,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",WaffPan,Thu Dec 19 10:34:58 +0000 2019,140,,iPhone,True,
2426,"RT @ezracheungtoto: Pro-democracy @joshuawongcf says on his Facebook page that in a court case against him, the police extracted private te…",arestoby,Thu Dec 19 10:35:05 +0000 2019,140,,Android,True,
2427,"RT @ezracheungtoto: Pro-democracy @joshuawongcf says on his Facebook page that in a court case against him, the police extracted private te…",Any__Lee,Thu Dec 19 10:35:08 +0000 2019,140,,Android,True,
2428,"RT @jfruh: ROBBY MOOK [visibly sweating]: secretary clinton, these numbers look really bad. we need to set up some on-the-ground events for…",lesbianautica,Thu Dec 19 10:35:09 +0000 2019,140,,Android,True,
2429,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",Alex_isfighter,Thu Dec 19 10:35:09 +0000 2019,140,每晚10點做任務 @TwitterHelpBot 🥊,iPhone,True,
2430,"#2FA all the things they said...
¯\_(ツ)_/¯

""In short, all the actor has to do to make use of the 2 factor authentication codes is to steal an RSA SecurID Software Token and to patch 1 instruction, which results in the generation of valid tokens:""

https://t.co/dORu1Vk4bV",RonnyTNL,Thu Dec 19 10:35:19 +0000 2019,272,,-,False,
2431,British Man Accused of Hacking US Health Care Companies https://t.co/TIhbbIf0f6 https://t.co/nUHkfqbPzj,AnalyticaGlobal,Thu Dec 19 10:35:28 +0000 2019,103,Worldwide,-,False,
2432,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",gar_hk2019,Thu Dec 19 10:35:36 +0000 2019,140,,iPhone,True,
2433,@KysportstalkSEC Are we talking about the guy hacking the arm on the shot or the guy who barely gets hit for the charge?,drinklocalbham,Thu Dec 19 10:35:36 +0000 2019,120,"Birmingham, AL",iPhone,False,KysportstalkSEC
2434,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",freedomhkhk,Thu Dec 19 10:35:37 +0000 2019,140,,iPhone,True,
2435,"RT @campuscodi: Member of 'The Dark Overlord' hacking group extradited to the US

&gt; Suspect is Nathan Wyatt, 39, from the UK
&gt; He's the 2nd…",campuscodi,Thu Dec 19 10:35:41 +0000 2019,146,,Android,True,
2436,"RT @campuscodi: Member of 'The Dark Overlord' hacking group extradited to the US

&gt; Suspect is Nathan Wyatt, 39, from the UK
&gt; He's the 2nd…",BufferBandit,Thu Dec 19 10:35:55 +0000 2019,146,0x41414141,Mobile device,True,
2437,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",K94374256,Thu Dec 19 10:35:57 +0000 2019,140,,iPhone,True,
2438,"Final hacking by Chinese office workers (at Chinese office times) discovered by Dutch company: Fox IT

https://t.co/AKsg0mPQa2

#China #APT20",Chinasceptic,Thu Dec 19 10:36:07 +0000 2019,141,EU,Android,False,
2439,"RT @ezracheungtoto: Pro-democracy @joshuawongcf says on his Facebook page that in a court case against him, the police extracted private te…",CKconcern,Thu Dec 19 10:36:08 +0000 2019,140,,iPhone,True,
2440,"RT @Unknownuser1806: CTFs and Hacking Labs List

https://t.co/XirUuNHGE4
https://t.co/x6Fpb3jIhE
https://t.co/XpfeQLIZX4
https://t.co/tpuYE…",IsecEmAll,Thu Dec 19 10:36:12 +0000 2019,140,127.0.0.1,Mobile device,True,
2441,Desperate Illegal hacking... Heads need to roll...... Hedge funds hacked into Bank of England briefings https://t.co/H9NWwZaDTJ,Noisical,Thu Dec 19 10:36:19 +0000 2019,127,,Mobile device,False,
2442,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",KOOLFOOLTATTOO,Thu Dec 19 10:36:27 +0000 2019,140,"Waukesha, Wisconsin USA",Android,True,
2443,"RT @ezracheungtoto: Pro-democracy @joshuawongcf says on his Facebook page that in a court case against him, the police extracted private te…",CalvinChung16,Thu Dec 19 10:36:44 +0000 2019,140,香港,Mobile device,True,
2444,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",sgclam,Thu Dec 19 10:36:53 +0000 2019,140,,iPhone,True,
2445,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",opuugrhnf,Thu Dec 19 10:37:02 +0000 2019,140,,iPhone,True,
2446,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",ryanlell,Thu Dec 19 10:37:17 +0000 2019,140,"Littoral, Cameroon ( 🇨🇲 )",iPhone,True,
2447,"RT @thecybermentor: (1/?) How to become an ethical hacker, without spending a dollar.  A short novel:

If you're new to the field of ethica…",apsrah,Thu Dec 19 10:37:20 +0000 2019,140,,Android,True,
2448,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",jonfilsaime,Thu Dec 19 10:37:21 +0000 2019,140,,iPhone,True,
2449,RT @bojack90s: @piersmorgan I've heard next time he's going to talk about phone hacking.,ClaireWade19,Thu Dec 19 10:37:22 +0000 2019,88,United Kingdom,Android,True,
2450,"RT @ezracheungtoto: Pro-democracy @joshuawongcf says on his Facebook page that in a court case against him, the police extracted private te…",crazyrichjason,Thu Dec 19 10:37:23 +0000 2019,140,Sydney/Gadigal Land; Hong Kong,iPhone,True,
2451,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",Ronny52129186,Thu Dec 19 10:37:24 +0000 2019,140,,iPhone,True,
2452,RT @TheTopline: The 2020 election is coming whether Americans are ready or not. New election technology is being developed to protect futur…,RealEducatedMom,Thu Dec 19 10:37:30 +0000 2019,140,,iPhone,True,
2453,"RT @ezracheungtoto: Pro-democracy @joshuawongcf says on his Facebook page that in a court case against him, the police extracted private te…",bearmui,Thu Dec 19 10:37:32 +0000 2019,140,,Android,True,
2454,RT @hoodshordy: hackers are hacking everything except OSAP 😑 priorities ppl..,RastafaRaiyan,Thu Dec 19 10:37:33 +0000 2019,77,Canada,Android,True,
2455,"Uuuhhhhhh... Whaaaaaat??? 🤔🤔🤔
Yeah... It's all just 1 big conspiracy. 
🙄🤦🤷😕🤨",ZoieInBludRed,Thu Dec 19 10:37:35 +0000 2019,76,"Urbandale, IA",Android,False,
2456,"RT @thecybermentor: (6/?) On to the hacking. Again, you need a good foundation to start.  I'm going to be biased here and recommend my 15 h…",apsrah,Thu Dec 19 10:37:38 +0000 2019,140,,Android,True,
2457,Indian citizens need someone like #JulianAssange or someone like @Snowden to strip down the @BJP4India MODI government. Have to put the words into action. Let the hacking begin!,PatelDevansh,Thu Dec 19 10:37:43 +0000 2019,177,"Mumbai, India",iPhone,False,
2458,"RT @ezracheungtoto: Pro-democracy @joshuawongcf says on his Facebook page that in a court case against him, the police extracted private te…",stephanie_oz2,Thu Dec 19 10:37:45 +0000 2019,140,,Android,True,
2459,"RT @thecybermentor: (9/?) An important part of hacking is learning from others.  If you're doing hackthebox, try to learn from a team.  The…",apsrah,Thu Dec 19 10:37:47 +0000 2019,140,,Android,True,
2460,"RT @thecybermentor: (10/?) Once you're getting comfortable, it's time to start rounding yourself out.  To be a good pentester, your skillse…",apsrah,Thu Dec 19 10:37:50 +0000 2019,140,,Android,True,
2461,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",Rasta75448933,Thu Dec 19 10:38:10 +0000 2019,140,,Android,True,
2462,"RT @RichardBulan: Le growth hacking, pour qui ? - Blog de la Growth #growthHacking #digitalisation #AARRR https://t.co/vUNtcOz8QW https://t…",growthhack2,Thu Dec 19 10:38:11 +0000 2019,140,,-,True,
2463,"RT @campuscodi: Member of 'The Dark Overlord' hacking group extradited to the US

&gt; Suspect is Nathan Wyatt, 39, from the UK
&gt; He's the 2nd…",AndrsSaumellLla,Thu Dec 19 10:38:11 +0000 2019,146,,Mobile device,True,
2464,"I'm fkd off man.. Keep an eye on my new account pls.. I've been kicked out, I'm just retrieving the email, then I need to remember the password.. This account gt  compromised last night too.. Who the fk is hacking me and why!? https://t.co/nIWg2XHsFy",metal_7th,Thu Dec 19 10:38:16 +0000 2019,250,on the loose ,Mobile device,False,
2465,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",discreetsecure,Thu Dec 19 10:38:37 +0000 2019,140,Hereford and Worcester,Android,True,
2466,"@KingBeenieMan

Check profile. Big fake news and cyber virus and hacking in france",FamFam25329423,Thu Dec 19 10:38:52 +0000 2019,82,13,Android,False,KingBeenieMan
2467,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",ShunyinH,Thu Dec 19 10:38:57 +0000 2019,140,,iPhone,True,
2468,Download Free Cult of the Dead Cow: How the Original Hacking Supergroup Might Just Save the World -&gt; https://t.co/oMeOucvaOS,georgemidgleys,Thu Dec 19 10:39:06 +0000 2019,127,united states,Mobile device,False,
2469,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",kingsfoil2550,Thu Dec 19 10:39:09 +0000 2019,140,,Android,True,
2470,"RT @campuscodi: Member of 'The Dark Overlord' hacking group extradited to the US

&gt; Suspect is Nathan Wyatt, 39, from the UK
&gt; He's the 2nd…",Sh1ttyKids,Thu Dec 19 10:39:14 +0000 2019,146,,Mobile device,True,
2471,RT @brainsmoke: I have retroactively fixed everybody's complaint about movie hacking/reverse engineering not being realistic. #hexdumpinsty…,mztique,Thu Dec 19 10:39:31 +0000 2019,140,Cyber-space,Android,True,
2472,"RT @thecybermentor: (1/?) How to become an ethical hacker, without spending a dollar.  A short novel:

If you're new to the field of ethica…",security_prince,Thu Dec 19 10:39:50 +0000 2019,140,India,Mobile device,True,
2473,"RT @lokmantsui: it's possible the hong kong police used something similar to the ""graykey""

https://t.co/adUXxI7bbx",Leon_HKR,Thu Dec 19 10:39:50 +0000 2019,115,United States,Android,True,
